Title,Author,Rating,Want to Read
"Technological Innovation for Value Creation: Third IFIP WG 5. 5/SOCOLNET Doctoral Conference on Computing, Electrical and Industrial Systems, DoCEIS 2012, Costa de Caparica, Portugal, February 27-29, 2012, Proceedings","Luis M. Camarinha-Matos, Ehsan Shahamatnia, Gonçalo Nunes",N/A,N/A
"Multi-Agent-Based Simulation XIII: International Workshop, MABS 2012, Valencia, Spain, June 4-8, 2012, Revised Selected Papers","Francesca Giardini, Frédéric Amblard",N/A,N/A
Sparse Grids and Applications - Munich 2012,"Jochen Garcke, Dirk Pflüger",N/A,N/A
"History of Nordic Computing 4: 4th IFIP WG 9. 7 Conference, HiNC 4, Copenhagen, Denmark, August 13-15, 2014, Revised Selected Papers","Christian Gram, Per Rasmussen, Søren Duus Østergaard",N/A,1 Want to read
"New Trends in Interaction, Virtual Reality and Modeling","Victor M.R. Penichet, Antonio Peñalver, José A. Gallud",N/A,N/A
Indoor Location-Based Services: Prerequisites and Foundations,Martin Werner,N/A,N/A
Search Theory: A Game Theoretic Perspective,"Steve Alpern, Robbert Fokkink, Leszek Gąsieniec, Roy Lindelauf, V.S. Subrahmanian",N/A,N/A
Hardware Based Packet Classification for High Speed Internet Routers,"Chad R. Meiners, Alex X. Liu, Eric Torng",N/A,N/A
"Information Systems and Global Assemblages : Configuring Actors, Artefacts, Organizations: Ifip Wg 8. 2 Working Conference, Is&O 2014, Auckland, New Zealand, December 11-12, 2014, Proceedings","Bill Doolin, Eleni Lamprou, Nathalie Mitev, Laurie McLeod",N/A,N/A
Ear Biometrics in 2D And 3D: Localization and Recognition,"Surya Prakash, Phalguni Gupta",N/A,N/A
"Language Processing with Perl and Prolog: Theories, Implementation, and Application",Pierre M. Nugues,N/A,N/A
"Foundations of Health Information Engineering and Systems: Second International Symposium, FHIES 2012, Paris, France, August 27-28, 2012. Revised Selected Papers","Jens Weber, Isabelle Perseil",N/A,N/A
"Descriptional Complexity of Formal Systems: 15th International Workshop, DCFS 2013, London, Canada, July 22-25, 2013, Proceedings","Jürgensen, Rogério Reis",N/A,N/A
Communication Challenges and Solutions in the Smart Grid,"Fayal Bouhafs, Michael Mackay, Madjid Merabti",N/A,1 Want to read
"Information from Processes: About the Nature of Information Creation, Use, and Representation",Robert M. Losee,N/A,N/A
Knowledge Cartography: Software Tools and Mapping Techniques,"Alexandra Okada, Simon J. Buckingham Shum, Tony Sherborne",N/A,1 Want to read
Shape Perception in Human and Computer Vision: An Interdisciplinary Perspective,"Sven J. Dickinson, Zygmunt Pizlo",N/A,N/A
"Cloud Computing Patterns: Fundamentals to Design, Build, and Manage Cloud Applications","Christoph Fehling, Frank Leymann, Ralph Retter, Walter Schupeck, Peter Arbitter",N/A,1 Want to read
"Human Aspects of IT for the Aged Population. Design for Aging: First International Conference, ITAP 2015, Held As Part of HCI International 2015, Los Angeles, CA, USA, August 2-7, 2015. Proceedings, Part I","Jia Zhou, Gavriel Salvendy",N/A,N/A
"On the Move to Meaningful Internet Systems : OTM 2013 Conferences : Confederated International Conferences: CoopIS, DOA-Trusted Cloud and ODBASE 2013, Graz, Austria, September 9-13, 2013. Proceedings","Robert Meersman, Herve Panetto, Tharam Dillon, Johann Eder, Zohra Bellahsene, Norbert Ritter, Pieter De Leenheer, Deijing Dou",N/A,N/A
"Concurrent Programming: Algorithms, Principles, and Foundations",Michel Raynal,N/A,N/A
"Formal Methods and Software Engineering: 15th International Conference on Formal EngineeringMethods, ICFEM 2013, Queenstown, New Zealand, October 29 - November 1, 2013, Proceedings","Lindsay Groves, Jing Sun",N/A,N/A
"Formal Aspects of Component Software: 12th International Conference, FACS 2015, Niterói, Brazil, October 14-16, 2015, Revised Selected Papers","Christiano Braga, Peter Csaba Ölveczky",N/A,N/A
Uncertainty Quantification in Computational Fluid Dynamics,"Hester Bijl, Didier Lucor, Siddhartha Mishra, Christoph Schwab",N/A,N/A
Touchless Palmprint Recognition Systems,"Angelo Genovese, Vincenzo Piuri, Fabio Scotti",N/A,N/A
Advanced Computing,"Michael Bader, Hans-Joachim Bungartz, Tobias Weinzierl",N/A,N/A
"Sustained Simulation Performance 2013: Proceedings of the Joint Workshop on Sustained Simulation Performance, University of Stuttgart  and Tohoku University 2013","Michael M. Resch, Wolfgang Bez, Erich Focht, Hiroaki Kobayashi, Yevgeniya Kovalenko",N/A,N/A
Meshfree Methods for Partial Differential Equations VII,"Michael Griebel, Marc Alexander Schweitzer",N/A,N/A
"Abstract State Machines, Alloy, B, TLA, VDM, and Z: 4th International Conference, ABZ 2014, Toulouse, France, June 2-6, 2014. Proceedings","Yamine Ait Ameur, Klaus-Dieter Schewe",4.0 (1 rating),N/A
Trustworthy Reconfigurable Systems: Enhancing the Security Capabilities of Reconfigurable Hardware Architectures,Thomas Feller,N/A,N/A
Cryptographic Protocol: Security Analysis Based on Trusted Freshness,"Ling Dong, Kefei Chen",N/A,N/A
Games for Health 2014: Proceedings of the 4th Conference on Gaming and Playful Interaction in Healthcare,"Ben Schouten, Stephen Fedtke, Marlies Schijven, Mirjam Vosmeer, Alex Gekker",N/A,N/A
Deterministic Global Optimization: Geometric Branch-And-bound Methods and Their Applications,Daniel Scholz,N/A,N/A
Large-Scale Data Analytics,"Aris Gkoulalas-Divanis, Abderrahim Labbi",N/A,2 Want to read
Aligning Organizations Through Measurement: The GQM+Strategies Approach,"Victor Basili, Adam Trendowicz, Martin Kowalczyk, Jens Heidrich, Carolyn Seaman, Jürgen Münch, Dieter Rombach",N/A,N/A
"Progress in Pattern Recognition, Image Analysis, Computer Vision, and Applications: 14th Iberoamerican Conference on Pattern Recognition, CIARP 2009, Guadalajara, Jalisco, México, November 15-18, 2009. Proceedings","Eduardo Bayro-Corrochano, Edwin Hancock",N/A,N/A
Pattern Recognition and Classification: An Introduction,Geoff Dougherty,N/A,N/A
Cloud Computing for Data-Intensive Applications,"Xiaolin Li, Judy Qiu",N/A,N/A
Modelling Machine Emotions for Realizing Intelligence: Foundations and Applications,"Toyoaki Nishida, Colette Faucher",N/A,N/A
"Security Protocols XVIII: 18th International Workshop, Cambridge, UK, March 24-26, 2010, Revised Selected Papers","Bruce Christianson, James Malcolm",N/A,N/A
"Human Work Interaction Design. Work Analysis and HCI: Third IFIP 13.6 Working Conference, HWID 2012, Copenhagen, Denmark, December 5-6, 2012, Revised ... and Communication Technology )","Pedro Campos, Torkil Clemmensen, José Abdelnour Nocera, Dinesh Katre, Arminda Lopes, Rikke Ørngreen",N/A,1 Want to read
"Testing Software and Systems: 26th IFIP WG 6. 1 International Conference, ICTSS 2014, Madrid, Spain, September 23-25, 2014. Proceedings","Mercedes G. Merayo, Edgardo Montes de Oca",N/A,N/A
Computing and Philosophy: Selected Papers from IACAP 2014,Vincent C. Müller,N/A,N/A
"Intelligent Human Computer Interaction: 8th International Conference, IHCI 2016, Pilani, India, December 12-13, 2016, Proceedings","Anupam Basu, Sukhendu Das, Patrick Horain, Samit Bhattacharya",N/A,1 Want to read
Mathematica®: a Problem-Centered Approach,Roozbeh Hazrat,N/A,N/A
Rapid Serial Visual Presentation: Design for Cognition,"Robert Spence, Mark Witkowski",N/A,N/A
Continuous Software Engineering,Jan Bosch,N/A,N/A
Cognitive Resource Management for Heterogeneous Cellular Networks,"Yongkang Liu, Xuemin Shen",N/A,N/A
"System Modeling and Optimization: 26th IFIP TC 7 Conference, CSMO 2013, Klagenfurt, Austria, September 9-13, 2013, Revised Selected Papers","Christian Pötzsche, Clemens Heuberger, Barbara Kaltenbacher, Franz Rendl",N/A,N/A
Instance-Specific Algorithm Configuration,Yuri Malitsky,N/A,N/A
Progress in Industrial Mathematics at ECMI 2012,"Magnus Fontes, Michael Günther, Nicole Marheineke",N/A,N/A
Code Breaking in the Pacific,"Peter Donovan, Mack, John",N/A,N/A
Big Data Applications and Use Cases,Patrick C. K. Hung,N/A,N/A
"Computational and Corpus-Based Phraseology: 4th International Conference, Europhras 2022, Malaga, Spain, September 28-30, 2022, Proceedings",Ruslan Mitkov,N/A,N/A
"Biometrics in the New World: The Cloud, Mobile Technology and Pervasive Identity",Julian Ashbourn,N/A,N/A
New Approaches to Circle Packing in a Square: With Program Codes,"Péter Gábor Szabó, Mihaly Csaba Markót, Tibor Csendes, Eckard Specht, Leocadio G. Casado, Inmaculada García",N/A,N/A
"Computer Security -- ESORICS 2013: 18th European Symposium on Research in Computer Security, Egham, UK, September 9-13, 2013, Proceedings","Jason Crampton, Sushil Jajodia, Keith Mayes",N/A,1 Want to read
Towards the Internet of Services: the THESEUS Research Program,"Wolfgang Wahlster, Hans-Joachim Grallert, Stefan Wess, Hermann Friedrich, Thomas Widenka",N/A,N/A
"Verified Software : Theorie, Tools, Experiments: 5th International Conference, VSTTE 2013, Menlo Park, CA, USA, May 17-19, 2013, Revised Selected Papers","Ernie Cohen, Andrey Rybalchenko",N/A,N/A
"Computer Mathematics: 9th Asian Symposium , Fukuoka, December 2009, 10th Asian Symposium , Beijing, October 2012, Contributed Papers and Invited Talks","Ruyong Feng, Wen-shin Lee, Yosuke Sato",N/A,N/A
Approaches in Integrative Bioinformatics: Towards the Virtual Cell,"Ming Chen, Ralf Hofestädt",N/A,N/A
"Algorithms and Computation: 24th International Symposium, ISAAC 2013, Hong Kong, China, December 16-18, 2013, Proceedings","Leizhen Cai, Siu-Wing Cheng, Tak-Wah Lam",N/A,N/A
Computer Science and Its Applications: Ubiquitous Information Technologies,"James J. (Jong Hyuk) Park, Ivan Stojmenovic, Hwa Young Jeong, Gangman Yi",N/A,N/A
Spatial Computing,"Shashi Shekhar, Pamela Vold",N/A,N/A
Information System Development: Improving Enterprise Communication,"María José Escalona, Gustavo Aragón, Henry Linger, Michael Lang, Chris Barry, Christoph Schneider",N/A,N/A
"Computer Vision Systems: 9th International Conference, ICVS 2013, St. Petersburg, Russia, July 16-18, 2013. Proceedings","Mei Chen, Bastian Leibe, Bernd Neumann",N/A,N/A
Conceptual Modelling and Its Theoretical Foundations: Essays Dedicated to Bernhard Thalheim on the Occasion of His 60th Birthday,Antje Düsterhöft,N/A,N/A
Service Virtualization: Reality is Overrated,John Michelsen,N/A,N/A
Nutrient Use Efficiency: from Basics to Advances,"Amitava Rakshit, Harikesh Bahadur Singh, Avijit Sen",N/A,1 Want to read
Improving Disaster Resilience and Mitigation - IT Means and Tools,"Horia-Nicolai Teodorescu, Alan Kirschenbaum, Svetlana Cojocaru, Claude Bruderlein",N/A,N/A
Nonlinear Numerical Methods and Rational Approximation II,A. Cuyt,N/A,N/A
"Modeling, Simulation and Optimization of Complex Processes - HPSC 2012: Proceedings of the Fifth International Conference on High Performance Scientific Computing, March 5-9, 2012, Hanoi, Vietnam","Hans Georg Bock, Xuan Phu Hoang, Rolf Rannacher, Johannes P. Schlöder",N/A,N/A
Frequent Pattern Mining,"Charu C. Aggarwal, Jiawei Han",N/A,N/A
Blind Image Deconvolution: Methods and Convergence,"Subhasis Chaudhuri, Rajbabu Velmurugan, Renu Rameshan",N/A,N/A
"Mutative Media: Communication Technologies and Power Relations in the Past, Present, and Futures","James A. Dator, John A. Sweeney, Aubrey M. Yee",N/A,N/A
Fundamentals of Matrix-Analytic Methods,Qi-Ming He,N/A,N/A
Cybersecurity Systems for Human Cognition Augmentation,"Robinson E. Pino, Alexander Kott, Michael Shevenell",N/A,N/A
Wide Area Surveillance: Real-Time Motion Detection Systems,Vijayan K. Asari,N/A,N/A
Measuring Scholarly Impact: Methods and Practice,"Ying Ding, Ronald Rousseau, Dietmar Wolfram",N/A,N/A
Autonomous Robotics and Deep Learning,"Vishnu Nath, Stephen E. Levinson",N/A,N/A
"Matematica Numerica Esercizi, Laboratori e Progetti",Alfio Quarteroni,N/A,N/A
"On the Move to Meaningful Internet Systems : OTM 2012 : Confederated International Conferences: CoopIS, DOA-SVI, and ODBASE 2012, Rome, Italy, September 10-14, 2012. Proceedings, Part I","Robert Meersman, Herve Panetto, Tharam Dillon, Stefanie Rinderle-Ma, Peter Dadam, Xiaofang Zhou, Siani Pearson, Alois Ferscha, Sonia Bergamaschi",N/A,N/A
Haar Wavelets: With Applications,"Ülo Lepik, Helle Hein",N/A,N/A
Solutions on Embedded Systems,"Massimo Conti, Simone Orcioni, Natividad Martínez Madrid, Ralf E.D. Seepold",N/A,N/A
Evolving Software Systems,"Tom Mens, Alexander Serebrenik, Anthony Cleve",N/A,N/A
Virtualization Techniques for Mobile Systems,"David Jaramillo, Borko Furht, Ankur Agarwal",N/A,N/A
Sentiment Analysis for PTSD Signals,"Vadim Kagan, Edward Rossini, Demetrios Sapounas",N/A,N/A
Validation of Evolving Software,"Hana Chockler, Daniel Kroening, Leonardo Mariani, Natasha Sharygina",N/A,N/A
"Controlled Natural Language: 4th International Workshop, CNL 2014, Galway, Ireland, August 20-22, 2014, Proceedings","Brian Davis, Gordon J. Pace, Adam Wyner",N/A,N/A
"Digital Communication: Communication, Multimedia, Security","Christoph Meinel, Harald Sack",N/A,1 Want to read
"Uncertainty Quantification in Scientific Computing: 10th IFIP WG 2. 5 Working Conference, WoCoUQ 2011, Boulder, CO, USA, August 1-4, 2011, Revised Selected Papers","Andrew Dienstfrey, Ronald Boisvert",N/A,N/A
Ostrowski Type Inequalities and Applications in Numerical Integration,Sever S. Dragomir,N/A,N/A
"Provenance and Annotation of Data and Processes: 4th International Workshop, IPAW 2012, Santa Barbara, CA, USA, June 19-21, 2012, Revised Selected Papers","Paul Groth, James Frew",N/A,N/A
"Neurotechnology, Electronics, and Informatics: Revised Selected Papers from Neurotechnix 2013","Ana Rita Londral, Pedro Encarnação, José Luis Pons Rovira",N/A,N/A
Transactions on Computational Science XX: Special Issue on Voronoi Diagrams and Their Applications,"Marina L. Gavrilova, C. J. Kenneth Tan, Bahman Kalantari",N/A,N/A
"Information Security Practice and Experience: 10th International Conference, ISPEC 2014, Fuzhou, China, May 5-8, 2014, Proceedings","Xinyi Huang, Jianying Zhou",N/A,N/A
"Nordic Contributions in IS Research: 5th Scandinavian Conference on Information Systems, SCIS 2014, Ringsted, Denmark, August 10-13, 2014, Proceedings","Trine Hald Commisso, Jacob Nørbjerg, Jan Pries-Heje",N/A,N/A
"OpenMP in the Era of Low Power Devices and Accelerators: 9th International Workshop on OpenMP, IWOMP 2013, Canberra, Australia, September 16-18, 2013, Proceedings","Alistair P. Rendell, Barbara M. Chapman, Matthias S. Müller",N/A,N/A
Advances in Numerical Simulation in Physics and Engineering: Lecture Notes of the XV 'Jacques-Louis Lions' Spanish-French School,"Carlos Parés, Carlos Vázquez, Frédéric Coquel",N/A,N/A
Autonomy Requirements Engineering for Space Missions,"Emil Vassev, Mike Hinchey",N/A,N/A
"Security and Trust Management: 10th International Workshop, STM 2014, Wroclaw, Poland, September 10-11, 2014, Proceedings","Sjouke Mauw, Christian Damsgaard Jensen",N/A,N/A
Reframing Information Architecture,Andrea Resmini,N/A,1 Want to read
"Engineering Multi-Agent Systems: Second International Workshop, EMAS 2014, Paris, France, May 5-6, 2014, Revised Selected Papers","Fabiano Dalpiaz, Jürgen Dix, M. Birna van Riemsdijk",N/A,N/A
"Artificial Intelligence in Education: 16th International Conference, AIED 2013, Memphis, TN, USA, July 9-13, 2013. Proceedings","H. Chad Lane, Kalina Yacef, Jack Mostow, Philip Pavlik",N/A,1 Want to read
Global Optimization with Non-Convex Constraints: Sequential and Parallel Algorithms,"Roman G. Strongin, Yaroslav D. Sergeyev",N/A,N/A
Face Recognition Across the Imaging Spectrum,Thirimachos Bourlai,N/A,N/A
"Declarative Programming and Knowledge Management: Declarative Programming Days, KDPD 2013, Unifying INAP, WFLP, and WLP, Kiel, Germany, September 11-13, 2013, Revised Selected Papers","Michael Hanus, Ricardo Rocha",N/A,N/A
Inverse Problems in Wave Propagation,Guy Chavent,N/A,N/A
Information Sciences and Systems 2013: Proceedings of the 28th International Symposium on Computer and Information Sciences,"Erol Gelenbe, Ricardo Lent",N/A,N/A
